freq, nonideal i, ideal i
6.05109999999999992326 GHz,0.00046223796390589043 - j0.04299695560953456508 ,0.00000000000000000000 + j0.19010091306137194556 
6.05210000000000025722 GHz,0.00046201617833162908 - j0.04298664041743056885 ,0.00000000000000000000 + j0.19013232898790785597 
6.05309999999999970299 GHz,0.00046179456373383898 - j0.04297633070326341981 ,0.00000000000000000000 + j0.19016374491444376638 
6.05410000000000003695 GHz,0.00046157311992923224 - j0.04296602646244922913 ,0.00000000000000000000 + j0.19019516084097964903 
6.05510000000000037090 GHz,0.00046135184673477299 - j0.04295572769040942318 ,0.00000000000000000000 + j0.19022657676751555944 
6.05609999999999981668 GHz,0.00046113074396767671 - j0.04294543438257057005 ,0.00000000000000000000 + j0.19025799269405146985 
6.05710000000000015064 GHz,0.00046090981144541045 - j0.04293514653436453915 ,0.00000000000000000000 + j0.19028940862058732475 
6.05809999999999959641 GHz,0.00046068904898569014 - j0.04292486414122827221 ,0.00000000000000000000 + j0.19032082454712323516 
6.05909999999999993037 GHz,0.00046046845640648385 - j0.04291458719860404003 ,0.00000000000000000000 + j0.19035224047365917333 
6.06010000000000026432 GHz,0.00046024803352600865 - j0.04290431570193923433 ,0.00000000000000000000 + j0.19038365640019502822 
6.06109999999999971010 GHz,0.00046002778016273070 - j0.04289404964668644404 ,0.00000000000000000000 + j0.19041507232673093863 
6.06210000000000004405 GHz,0.00045980769613536470 - j0.04288378902830337902 ,0.00000000000000000000 + j0.19044648825326682129 
6.06310000000000037801 GHz,0.00045958778126287418 - j0.04287353384225296715 ,0.00000000000000000000 + j0.19047790417980273170 
6.06409999999999982379 GHz,0.00045936803536447121 - j0.04286328408400329887 ,0.00000000000000000000 + j0.19050932010633864211 
6.06510000000000015774 GHz,0.00045914845825961471 - j0.04285303974902757163 ,0.00000000000000000000 + j0.19054073603287452476 
6.06609999999999960352 GHz,0.00045892904976801123 - j0.04284280083280413848 ,0.00000000000000000000 + j0.19057215195941043517 
6.06709999999999993747 GHz,0.00045870980970961415 - j0.04283256733081654277 ,0.00000000000000000000 + j0.19060356788594634558 
6.06810000000000027143 GHz,0.00045849073790462340 - j0.04282233923855338631 ,0.00000000000000000000 + j0.19063498381248220048 
6.06909999999999971720 GHz,0.00045827183417348404 - j0.04281211655150839179 ,0.00000000000000000000 + j0.19066639973901811089 
6.07010000000000005116 GHz,0.00045805309833688772 - j0.04280189926518045140 ,0.00000000000000000000 + j0.19069781566555402130 
6.07110000000000038511 GHz,0.00045783453021577076 - j0.04279168737507350884 ,0.00000000000000000000 + j0.19072923159208990396 
6.07209999999999983089 GHz,0.00045761612963131435 - j0.04278148087669662869 ,0.00000000000000000000 + j0.19076064751862581437 
6.07310000000000016485 GHz,0.00045739789640494377 - j0.04277127976556394096 ,0.00000000000000000000 + j0.19079206344516172478 
6.07409999999999961062 GHz,0.00045717983035832940 - j0.04276108403719474510 ,0.00000000000000000000 + j0.19082347937169760743 
6.07509999999999994458 GHz,0.00045696193131338321 - j0.04275089368711329496 ,0.00000000000000000000 + j0.19085489529823351784 
6.07610000000000027853 GHz,0.00045674419909226175 - j0.04274070871084897916 ,0.00000000000000000000 + j0.19088631122476940050 
6.07709999999999972431 GHz,0.00045652663351736364 - j0.04273052910393626558 ,0.00000000000000000000 + j0.19091772715130531091 
6.07810000000000005826 GHz,0.00045630923441133058 - j0.04272035486191463199 ,0.00000000000000000000 + j0.19094914307784122132 
6.07910000000000039222 GHz,0.00045609200159704596 - j0.04271018598032865626 ,0.00000000000000000000 + j0.19098055900437707622 
6.08009999999999983800 GHz,0.00045587493489763293 - j0.04270002245472785674 ,0.00000000000000000000 + j0.19101197493091298663 
6.08110000000000017195 GHz,0.00045565803413645875 - j0.04268986428066692818 ,0.00000000000000000000 + j0.19104339085744889704 
6.08209999999999961773 GHz,0.00045544129913712951 - j0.04267971145370547809 ,0.00000000000000000000 + j0.19107480678398477969 
6.08309999999999995168 GHz,0.00045522472972349160 - j0.04266956396940815854 ,0.00000000000000000000 + j0.19110622271052069010 
6.08410000000000028564 GHz,0.00045500832571963217 - j0.04265942182334465926 ,0.00000000000000000000 + j0.19113763863705660051 
6.08509999999999973141 GHz,0.00045479208694987789 - j0.04264928501108969372 ,0.00000000000000000000 + j0.19116905456359248316 
6.08610000000000006537 GHz,0.00045457601323879292 - j0.04263915352822285343 ,0.00000000000000000000 + j0.19120047049012839357 
6.08710000000000039933 GHz,0.00045436010441118224 - j0.04262902737032887163 ,0.00000000000000000000 + j0.19123188641666430398 
6.08809999999999984510 GHz,0.00045414436029208845 - j0.04261890653299740123 ,0.00000000000000000000 + j0.19126330234320018664 
6.08910000000000017906 GHz,0.00045392878070679146 - j0.04260879101182303563 ,0.00000000000000000000 + j0.19129471826973609705 
6.09009999999999962483 GHz,0.00045371336548080974 - j0.04259868080240541283 ,0.00000000000000000000 + j0.19132613419627195195 
6.09109999999999995879 GHz,0.00045349811443989738 - j0.04258857590034901414 ,0.00000000000000000000 + j0.19135755012280786236 
6.09210000000000029274 GHz,0.00045328302741004691 - j0.04257847630126340710 ,0.00000000000000000000 + j0.19138896604934377277 
6.09309999999999973852 GHz,0.00045306810421748706 - j0.04256838200076306505 ,0.00000000000000000000 + j0.19142038197587965542 
6.09410000000000007248 GHz,0.00045285334468868148 - j0.04255829299446736713 ,0.00000000000000000000 + j0.19145179790241556583 
6.09510000000000040643 GHz,0.00045263874865032907 - j0.04254820927800059827 ,0.00000000000000000000 + j0.19148321382895147624 
6.09609999999999985221 GHz,0.00045242431592936659 - j0.04253813084699212266 ,0.00000000000000000000 + j0.19151462975548735890 
6.09710000000000018616 GHz,0.00045221004635296257 - j0.04252805769707602990 ,0.00000000000000000000 + j0.19154604568202326931 
6.09809999999999963194 GHz,0.00045199593974852115 - j0.04251798982389144721 ,0.00000000000000000000 + j0.19157746160855917972 
6.09909999999999996589 GHz,0.00045178199594368137 - j0.04250792722308236599 ,0.00000000000000000000 + j0.19160887753509506237 
6.10010000000000029985 GHz,0.00045156821476631439 - j0.04249786989029767648 ,0.00000000000000000000 + j0.19164029346163097278 
6.10109999999999974563 GHz,0.00045135459604452564 - j0.04248781782119120248 ,0.00000000000000000000 + j0.19167170938816688319 
6.10210000000000007958 GHz,0.00045114113960665329 - j0.04247777101142158340 ,0.00000000000000000000 + j0.19170312531470273809 
6.10310000000000041354 GHz,0.00045092784528126740 - j0.04246772945665237137 ,0.00000000000000000000 + j0.19173454124123864850 
6.10409999999999985931 GHz,0.00045071471289717110 - j0.04245769315255201737 ,0.00000000000000000000 + j0.19176595716777453116 
6.10510000000000019327 GHz,0.00045050174228339796 - j0.04244766209479376717 ,0.00000000000000000000 + j0.19179737309431044157 
6.10609999999999963904 GHz,0.00045028893326921427 - j0.04243763627905580010 ,0.00000000000000000000 + j0.19182878902084635198 
6.10709999999999997300 GHz,0.00045007628568411676 - j0.04242761570102109719 ,0.00000000000000000000 + j0.19186020494738223463 
6.10810000000000030695 GHz,0.00044986379935783199 - j0.04241760035637748977 ,0.00000000000000000000 + j0.19189162087391814504 
6.10909999999999975273 GHz,0.00044965147412031795 - j0.04240759024081765943 ,0.00000000000000000000 + j0.19192303680045405545 
6.11010000000000008669 GHz,0.00044943930980176149 - j0.04239758535003910339 ,0.00000000000000000000 + j0.19195445272698993811 
6.11110000000000042064 GHz,0.00044922730623257962 - j0.04238758567974417607 ,0.00000000000000000000 + j0.19198586865352584852 
6.11209999999999986642 GHz,0.00044901546324341789 - j0.04237759122563999198 ,0.00000000000000000000 + j0.19201728458006175893 
6.11310000000000020037 GHz,0.00044880378066515075 - j0.04236760198343852285 ,0.00000000000000000000 + j0.19204870050659761382 
6.11409999999999964615 GHz,0.00044859225832888074 - j0.04235761794885650050 ,0.00000000000000000000 + j0.19208011643313352423 
6.11509999999999998010 GHz,0.00044838089606593853 - j0.04234763911761547928 ,0.00000000000000000000 + j0.19211153235966943464 
6.11610000000000031406 GHz,0.00044816969370788313 - j0.04233766548544184993 ,0.00000000000000000000 + j0.19214294828620531730 
6.11709999999999975984 GHz,0.00044795865108649899 - j0.04232769704806668004 ,0.00000000000000000000 + j0.19217436421274122771 
6.11810000000000009379 GHz,0.00044774776803379869 - j0.04231773380122588052 ,0.00000000000000000000 + j0.19220578013927711036 
6.11910000000000042775 GHz,0.00044753704438202076 - j0.04230777574066011543 ,0.00000000000000000000 + j0.19223719606581302077 
6.12009999999999987352 GHz,0.00044732647996363015 - j0.04229782286211482972 ,0.00000000000000000000 + j0.19226861199234893118 
6.12110000000000020748 GHz,0.00044711607461131756 - j0.04228787516134021457 ,0.00000000000000000000 + j0.19230002791888478608 
6.12209999999999965326 GHz,0.00044690582815799812 - j0.04227793263409115876 ,0.00000000000000000000 + j0.19233144384542072425 
6.12309999999999998721 GHz,0.00044669574043681277 - j0.04226799527612738056 ,0.00000000000000000000 + j0.19236285977195663466 
6.12410000000000032117 GHz,0.00044648581128112707 - j0.04225806308321327504 ,0.00000000000000000000 + j0.19239427569849248956 
6.12509999999999976694 GHz,0.00044627604052453030 - j0.04224813605111799042 ,0.00000000000000000000 + j0.19242569162502839997 
6.12610000000000010090 GHz,0.00044606642800083579 - j0.04223821417561535174 ,0.00000000000000000000 + j0.19245710755156431038 
6.12710000000000043485 GHz,0.00044585697354408075 - j0.04222829745248399269 ,0.00000000000000000000 + j0.19248852347810019303 
6.12809999999999988063 GHz,0.00044564767698852489 - j0.04221838587750714744 ,0.00000000000000000000 + j0.19251993940463610344 
6.12910000000000021458 GHz,0.00044543853816865112 - j0.04220847944647281719 ,0.00000000000000000000 + j0.19255135533117201385 
6.13009999999999966036 GHz,0.00044522955691916422 - j0.04219857815517370075 ,0.00000000000000000000 + j0.19258277125770789651 
6.13109999999999999432 GHz,0.00044502073307499211 - j0.04218868199940715991 ,0.00000000000000000000 + j0.19261418718424380692 
6.13210000000000032827 GHz,0.00044481206647128279 - j0.04217879097497523322 ,0.00000000000000000000 + j0.19264560311077966182 
6.13309999999999977405 GHz,0.00044460355694340682 - j0.04216890507768467772 ,0.00000000000000000000 + j0.19267701903731557223 
6.13410000000000010800 GHz,0.00044439520432695503 - j0.04215902430334685785 ,0.00000000000000000000 + j0.19270843496385151039 
6.13510000000000044196 GHz,0.00044418700845773968 - j0.04214914864777787040 ,0.00000000000000000000 + j0.19273985089038736529 
6.13609999999999988773 GHz,0.00044397896917179147 - j0.04213927810679839875 ,0.00000000000000000000 + j0.19277126681692327570 
6.13710000000000022169 GHz,0.00044377108630536290 - j0.04212941267623382391 ,0.00000000000000000000 + j0.19280268274345918611 
6.13809999999999966747 GHz,0.00044356335969492533 - j0.04211955235191415514 ,0.00000000000000000000 + j0.19283409866999506876 
6.13910000000000000142 GHz,0.00044335578917716870 - j0.04210969712967403689 ,0.00000000000000000000 + j0.19286551459653097917 
6.14010000000000033538 GHz,0.00044314837458900243 - j0.04209984700535274876 ,0.00000000000000000000 + j0.19289693052306688958 
6.14109999999999978115 GHz,0.00044294111576755383 - j0.04209000197479417782 ,0.00000000000000000000 + j0.19292834644960277224 
6.14210000000000011511 GHz,0.00044273401255016877 - j0.04208016203384686016 ,0.00000000000000000000 + j0.19295976237613868265 
6.14309999999999956088 GHz,0.00044252706477441002 - j0.04207032717836388380 ,0.00000000000000000000 + j0.19299117830267459306 
6.14409999999999989484 GHz,0.00044232027227805921 - j0.04206049740420301358 ,0.00000000000000000000 + j0.19302259422921044796 
6.14510000000000022879 GHz,0.00044211363489911305 - j0.04205067270722655931 ,0.00000000000000000000 + j0.19305401015574635837 
6.14609999999999967457 GHz,0.00044190715247578700 - j0.04204085308330147291 ,0.00000000000000000000 + j0.19308542608228224102 
6.14710000000000000853 GHz,0.00044170082484651043 - j0.04203103852829920273 ,0.00000000000000000000 + j0.19311684200881815143 
6.14810000000000034248 GHz,0.00044149465184993044 - j0.04202122903809584614 ,0.00000000000000000000 + j0.19314825793535406184 
6.14909999999999978826 GHz,0.00044128863332490952 - j0.04201142460857208716 ,0.00000000000000000000 + j0.19317967386188994450 
6.15010000000000012221 GHz,0.00044108276911052503 - j0.04200162523561313394 ,0.00000000000000000000 + j0.19321108978842585491 
6.15109999999999956799 GHz,0.00044087705904606865 - j0.04199183091510873267 ,0.00000000000000000000 + j0.19324250571496176532 
6.15209999999999990195 GHz,0.00044067150297104774 - j0.04198204164295324392 ,0.00000000000000000000 + j0.19327392164149764797 
6.15310000000000023590 GHz,0.00044046610072518355 - j0.04197225741504555241 ,0.00000000000000000000 + j0.19330533756803355838 
6.15409999999999968168 GHz,0.00044026085214841069 - j0.04196247822728906701 ,0.00000000000000000000 + j0.19333675349456946879 
6.15510000000000001563 GHz,0.00044005575708087717 - j0.04195270407559170689 ,0.00000000000000000000 + j0.19336816942110532369 
6.15610000000000034959 GHz,0.00043985081536294495 - j0.04194293495586597781 ,0.00000000000000000000 + j0.19339958534764123410 
6.15709999999999979536 GHz,0.00043964602683518856 - j0.04193317086402889582 ,0.00000000000000000000 + j0.19343100127417714451 
6.15810000000000012932 GHz,0.00043944139133839425 - j0.04192341179600194562 ,0.00000000000000000000 + j0.19346241720071302717 
6.15909999999999957510 GHz,0.00043923690871356102 - j0.04191365774771116381 ,0.00000000000000000000 + j0.19349383312724893758 
6.16009999999999990905 GHz,0.00043903257880190013 - j0.04190390871508708343 ,0.00000000000000000000 + j0.19352524905378482023 
6.16110000000000024301 GHz,0.00043882840144483304 - j0.04189416469406470611 ,0.00000000000000000000 + j0.19355666498032073064 
6.16209999999999968878 GHz,0.00043862437648399278 - j0.04188442568058353688 ,0.00000000000000000000 + j0.19358808090685664105 
6.16310000000000002274 GHz,0.00043842050376122389 - j0.04187469167058759101 ,0.00000000000000000000 + j0.19361949683339252370 
6.16410000000000035669 GHz,0.00043821678311858014 - j0.04186496266002531080 ,0.00000000000000000000 + j0.19365091275992843411 
6.16509999999999980247 GHz,0.00043801321439832625 - j0.04185523864484967660 ,0.00000000000000000000 + j0.19368232868646434452 
6.16610000000000013642 GHz,0.00043780979744293639 - j0.04184551962101807493 ,0.00000000000000000000 + j0.19371374461300019942 
6.16709999999999958220 GHz,0.00043760653209509346 - j0.04183580558449235404 ,0.00000000000000000000 + j0.19374516053953610983 
6.16809999999999991616 GHz,0.00043740341819769040 - j0.04182609653123884469 ,0.00000000000000000000 + j0.19377657646607202024 
6.16910000000000025011 GHz,0.00043720045559382851 - j0.04181639245722833242 ,0.00000000000000000000 + j0.19380799239260790290 
6.17009999999999969589 GHz,0.00043699764412681683 - j0.04180669335843598122 ,0.00000000000000000000 + j0.19383940831914381331 
6.17110000000000002984 GHz,0.00043679498364017344 - j0.04179699923084144453 ,0.00000000000000000000 + j0.19387082424567972372 
6.17210000000000036380 GHz,0.00043659247397762307 - j0.04178731007042877504 ,0.00000000000000000000 + j0.19390224017221560637 
6.17309999999999980957 GHz,0.00043639011498309909 - j0.04177762587318649412 ,0.00000000000000000000 + j0.19393365609875151678 
6.17410000000000014353 GHz,0.00043618790650074083 - j0.04176794663510748074 ,0.00000000000000000000 + j0.19396507202528739944 
6.17509999999999958931 GHz,0.00043598584837489405 - j0.04175827235218901312 ,0.00000000000000000000 + j0.19399648795182330985 
6.17609999999999992326 GHz,0.00043578394045011185 - j0.04174860302043283122 ,0.00000000000000000000 + j0.19402790387835922026 
