freq, current
28.6120100000000014973 GHz,0.00000142331375944619 - j0.00104059281064358905 
28.6130099999999991667 GHz,0.00000142321427403057 - j0.00104055141648999008 
28.6140100000000003888 GHz,0.00000142311479938690 - j0.00104051002505399027 
28.6150100000000016109 GHz,0.00000142301533558065 - j0.00104046863633530163 
28.6160099999999992804 GHz,0.00000142291588093053 - j0.00104042725033364186 
28.6170100000000005025 GHz,0.00000142281643695863 - j0.00104038586704872579 
28.6180100000000017246 GHz,0.00000142271700417451 - j0.00104034448648026895 
28.6190099999999993940 GHz,0.00000142261758148307 - j0.00104030310862798423 
28.6200100000000006162 GHz,0.00000142251816917479 - j0.00104026173349159017 
28.6210099999999982856 GHz,0.00000142241876715528 - j0.00104022036107080012 
28.6220099999999995077 GHz,0.00000142231937584528 - j0.00104017899136533087 
28.6230100000000007299 GHz,0.00000142221999497274 - j0.00104013762437489467 
28.6240099999999983993 GHz,0.00000142212062462684 - j0.00104009626009921182 
28.6250099999999996214 GHz,0.00000142202126381908 - j0.00104005489853799368 
28.6260100000000008436 GHz,0.00000142192191411890 - j0.00104001353969095643 
28.6270099999999985130 GHz,0.00000142182257483981 - j0.00103997218355781685 
28.6280099999999997351 GHz,0.00000142172324575713 - j0.00103993083013829177 
28.6290100000000009572 GHz,0.00000142162392717320 - j0.00103988947943209364 
28.6300099999999986267 GHz,0.00000142152461897586 - j0.00103984813143894036 
28.6310099999999998488 GHz,0.00000142142532147336 - j0.00103980678615854831 
28.6320100000000010709 GHz,0.00000142132603415090 - j0.00103976544359062994 
28.6330099999999987403 GHz,0.00000142122675721016 - j0.00103972410373490316 
28.6340099999999999625 GHz,0.00000142112749045609 - j0.00103968276659108434 
28.6350100000000011846 GHz,0.00000142102823411404 - j0.00103964143215888854 
28.6360099999999988540 GHz,0.00000142092898881201 - j0.00103960010043803257 
28.6370100000000000762 GHz,0.00000142082975343126 - j0.00103955877142823151 
28.6380100000000012983 GHz,0.00000142073052830371 - j0.00103951744512920108 
28.6390099999999989677 GHz,0.00000142063131392120 - j0.00103947612154065743 
28.6400100000000001899 GHz,0.00000142053210923602 - j0.00103943480066231758 
28.6410100000000014120 GHz,0.00000142043291547421 - j0.00103939348249389727 
28.6420099999999990814 GHz,0.00000142033373271312 - j0.00103935216703511307 
28.6430100000000003035 GHz,0.00000142023455966821 - j0.00103931085428567963 
28.6440100000000015257 GHz,0.00000142013539662404 - j0.00103926954424531570 
28.6450099999999991951 GHz,0.00000142003624513826 - j0.00103922823691373419 
28.6460100000000004172 GHz,0.00000141993710258813 - j0.00103918693229065342 
28.6470100000000016394 GHz,0.00000141983797140765 - j0.00103914563037579019 
28.6480099999999993088 GHz,0.00000141973885011686 - j0.00103910433116886046 
28.6490100000000005309 GHz,0.00000141963973932602 - j0.00103906303466958015 
28.6500100000000017531 GHz,0.00000141954063921312 - j0.00103902174087766651 
28.6510099999999994225 GHz,0.00000141944154938775 - j0.00103898044979283525 
28.6520100000000006446 GHz,0.00000141934246998054 - j0.00103893916141480341 
28.6530099999999983140 GHz,0.00000141924340055367 - j0.00103889787574328800 
28.6540099999999995362 GHz,0.00000141914434182400 - j0.00103885659277800453 
28.6550100000000007583 GHz,0.00000141904529321753 - j0.00103881531251866980 
28.6560099999999984277 GHz,0.00000141894625577677 - j0.00103877403496500280 
28.6570099999999996498 GHz,0.00000141884722731717 - j0.00103873276011671773 
28.6580100000000008720 GHz,0.00000141874821004770 - j0.00103869148797353138 
28.6590099999999985414 GHz,0.00000141864920298583 - j0.00103865021853516187 
28.6600099999999997635 GHz,0.00000141855020624444 - j0.00103860895180132493 
28.6610100000000009857 GHz,0.00000141845122000154 - j0.00103856768777173887 
28.6620099999999986551 GHz,0.00000141835224423973 - j0.00103852642644611986 
28.6630099999999998772 GHz,0.00000141825327863374 - j0.00103848516782418469 
28.6640100000000010994 GHz,0.00000141815432367541 - j0.00103844391190565169 
28.6650099999999987688 GHz,0.00000141805537834667 - j0.00103840265869023550 
28.6660099999999999909 GHz,0.00000141795644448939 - j0.00103836140817765554 
28.6670100000000012130 GHz,0.00000141785751996048 - j0.00103832016036762816 
28.6680099999999988825 GHz,0.00000141775860602155 - j0.00103827891525986888 
28.6690100000000001046 GHz,0.00000141765970281508 - j0.00103823767285409819 
28.6700100000000013267 GHz,0.00000141756080994474 - j0.00103819643315002986 
28.6710099999999989961 GHz,0.00000141746192742276 - j0.00103815519614738460 
28.6720100000000002183 GHz,0.00000141736305490018 - j0.00103811396184587705 
28.6730100000000014404 GHz,0.00000141726419286884 - j0.00103807273024522639 
28.6740099999999991098 GHz,0.00000141716534105677 - j0.00103803150134514945 
28.6750100000000003320 GHz,0.00000141706649933407 - j0.00103799027514536214 
28.6760100000000015541 GHz,0.00000141696766833472 - j0.00103794905164558476 
28.6770099999999992235 GHz,0.00000141686884813016 - j0.00103790783084553367 
28.6780100000000004457 GHz,0.00000141677003742405 - j0.00103786661274492546 
28.6790100000000016678 GHz,0.00000141667123812339 - j0.00103782539734347933 
28.6800099999999993372 GHz,0.00000141657244762919 - j0.00103778418464091143 
28.6810100000000005593 GHz,0.00000141647366893796 - j0.00103774297463694030 
28.6820099999999982288 GHz,0.00000141637489978228 - j0.00103770176733128470 
28.6830099999999994509 GHz,0.00000141627614108626 - j0.00103766056272366035 
28.6840100000000006730 GHz,0.00000141617739267858 - j0.00103761936081378688 
28.6850099999999983424 GHz,0.00000141607865431687 - j0.00103757816160137892 
28.6860099999999995646 GHz,0.00000141597992679498 - j0.00103753696508615892 
28.6870100000000007867 GHz,0.00000141588120946198 - j0.00103749577126784195 
28.6880099999999984561 GHz,0.00000141578250288077 - j0.00103745458014614742 
28.6890099999999996783 GHz,0.00000141568380571358 - j0.00103741339172079236 
28.6900100000000009004 GHz,0.00000141558511973717 - j0.00103737220599149399 
28.6910099999999985698 GHz,0.00000141548644331177 - j0.00103733102295797261 
28.6920099999999997920 GHz,0.00000141538777809573 - j0.00103728984261994566 
28.6930100000000010141 GHz,0.00000141528912203480 - j0.00103724866497713038 
28.6940099999999986835 GHz,0.00000141519047705970 - j0.00103720749002924446 
28.6950099999999999056 GHz,0.00000141509184232410 - j0.00103716631777600772 
28.6960100000000011278 GHz,0.00000141499321778105 - j0.00103712514821713959 
28.6970099999999987972 GHz,0.00000141489460353161 - j0.00103708398135235382 
28.6980100000000000193 GHz,0.00000141479599953476 - j0.00103704281718137222 
28.6990100000000012415 GHz,0.00000141469740623500 - j0.00103700165570391528 
28.7000099999999989109 GHz,0.00000141459882312352 - j0.00103696049691969806 
28.7010100000000001330 GHz,0.00000141450024921781 - j0.00103691934082843847 
28.7020100000000013551 GHz,0.00000141440168757364 - j0.00103687818742985763 
28.7030099999999990246 GHz,0.00000141430313515383 - j0.00103683703672367150 
28.7040100000000002467 GHz,0.00000141420459294174 - j0.00103679588870960035 
28.7050100000000014688 GHz,0.00000141410606050553 - j0.00103675474338736249 
28.7060099999999991383 GHz,0.00000141400753982922 - j0.00103671360075667843 
28.7070100000000003604 GHz,0.00000141390902858621 - j0.00103667246081726346 
28.7080100000000015825 GHz,0.00000141381052762957 - j0.00103663132356883805 
28.7090099999999992519 GHz,0.00000141371203687090 - j0.00103659018901112142 
28.7100100000000004741 GHz,0.00000141361355662446 - j0.00103654905714383144 
28.7110100000000016962 GHz,0.00000141351508623933 - j0.00103650792796668796 
28.7120099999999993656 GHz,0.00000141341662688241 - j0.00103646680147940974 
28.7130100000000005878 GHz,0.00000141331817723964 - j0.00103642567768171554 
28.7140099999999982572 GHz,0.00000141321973805158 - j0.00103638455657332237 
28.7150099999999994793 GHz,0.00000141312130969763 - j0.00103634343815395334 
28.7160100000000007014 GHz,0.00000141302289073343 - j0.00103630232242332481 
28.7170099999999983709 GHz,0.00000141292448264565 - j0.00103626120938115534 
28.7180099999999995930 GHz,0.00000141282608462942 - j0.00103622009902716648 
28.7190100000000008151 GHz,0.00000141272769698125 - j0.00103617899136107484 
28.7200099999999984846 GHz,0.00000141262931944696 - j0.00103613788638260177 
28.7210099999999997067 GHz,0.00000141253095192631 - j0.00103609678409146561 
28.7220100000000009288 GHz,0.00000141243259530201 - j0.00103605568448738618 
28.7230099999999985982 GHz,0.00000141233424839618 - j0.00103601458757008116 
28.7240099999999998204 GHz,0.00000141223591244085 - j0.00103597349333927127 
28.7250100000000010425 GHz,0.00000141213758631143 - j0.00103593240179467765 
28.7260099999999987119 GHz,0.00000141203927030444 - j0.00103589131293601623 
28.7270099999999999341 GHz,0.00000141194096448545 - j0.00103585022676300860 
28.7280100000000011562 GHz,0.00000141184267012202 - j0.00103580914327537480 
28.7290099999999988256 GHz,0.00000141174438466257 - j0.00103576806247283318 
28.7300100000000000477 GHz,0.00000141164610991350 - j0.00103572698435510291 
28.7310100000000012699 GHz,0.00000141154784562065 - j0.00103568590892190492 
28.7320099999999989393 GHz,0.00000141144959089629 - j0.00103564483617295971 
28.7330100000000001614 GHz,0.00000141135134671785 - j0.00103560376610798343 
28.7340100000000013836 GHz,0.00000141125311307395 - j0.00103556269872670027 
28.7350099999999990530 GHz,0.00000141115488979331 - j0.00103552163402882767 
28.7360100000000002751 GHz,0.00000141105667656256 - j0.00103548057201408570 
28.7370100000000014973 GHz,0.00000141095847335847 - j0.00103543951268219355 
28.7380099999999991667 GHz,0.00000141086028098084 - j0.00103539845603287323 
28.7390100000000003888 GHz,0.00000141076209790247 - j0.00103535740206584285 
28.7400100000000016109 GHz,0.00000141066392640347 - j0.00103531635078082376 
28.7410099999999992804 GHz,0.00000141056576440594 - j0.00103527530217753343 
28.7420100000000005025 GHz,0.00000141046761217088 - j0.00103523425625569429 
28.7430100000000017246 GHz,0.00000141036947063429 - j0.00103519321301502750 
28.7440099999999993940 GHz,0.00000141027133944727 - j0.00103515217245525094 
28.7450100000000006162 GHz,0.00000141017321917281 - j0.00103511113457608532 
28.7460099999999982856 GHz,0.00000141007510839619 - j0.00103507009937725092 
28.7470099999999995077 GHz,0.00000140997700769222 - j0.00103502906685846974 
28.7480100000000007299 GHz,0.00000140987891680084 - j0.00103498803701945947 
28.7490099999999983993 GHz,0.00000140978083698372 - j0.00103494700985994146 
28.7500099999999996214 GHz,0.00000140968276744787 - j0.00103490598537963620 
28.7510100000000008436 GHz,0.00000140958470791548 - j0.00103486496357826484 
28.7520099999999985130 GHz,0.00000140948665840477 - j0.00103482394445554723 
28.7530099999999997351 GHz,0.00000140938861908791 - j0.00103478292801120319 
28.7540100000000009572 GHz,0.00000140929059055750 - j0.00103474191424495518 
28.7550099999999986267 GHz,0.00000140919257177779 - j0.00103470090315652173 
28.7560099999999998488 GHz,0.00000140909456298610 - j0.00103465989474562444 
28.7570100000000010709 GHz,0.00000140899656482238 - j0.00103461888901198399 
28.7580099999999987403 GHz,0.00000140889857757132 - j0.00103457788595532198 
28.7590099999999999625 GHz,0.00000140880059974125 - j0.00103453688557535737 
28.7600100000000011846 GHz,0.00000140870263172937 - j0.00103449588787181044 
28.7610099999999988540 GHz,0.00000140860467413418 - j0.00103445489284440580 
28.7620100000000000762 GHz,0.00000140850672750684 - j0.00103441390049286070 
28.7630100000000012983 GHz,0.00000140840879091226 - j0.00103437291081689650 
28.7640099999999989677 GHz,0.00000140831086362262 - j0.00103433192381623541 
28.7650100000000001899 GHz,0.00000140821294736146 - j0.00103429093949059794 
28.7660100000000014120 GHz,0.00000140811504090950 - j0.00103424995783970588 
28.7670099999999990814 GHz,0.00000140801714464024 - j0.00103420897886327885 
28.7680100000000003035 GHz,0.00000140791925934168 - j0.00103416800256103821 
28.7690100000000015257 GHz,0.00000140782138388336 - j0.00103412702893270511 
28.7700099999999991951 GHz,0.00000140772351811772 - j0.00103408605797800242 
28.7710100000000004172 GHz,0.00000140762566340713 - j0.00103404508969664913 
28.7720100000000016394 GHz,0.00000140752781791650 - j0.00103400412408836788 
28.7730099999999993088 GHz,0.00000140742998288384 - j0.00103396316115287896 
28.7740100000000005309 GHz,0.00000140733215867083 - j0.00103392220088990416 
28.7750100000000017531 GHz,0.00000140723434424766 - j0.00103388124329916570 
28.7760099999999994225 GHz,0.00000140713653937799 - j0.00103384028838038279 
28.7770100000000006446 GHz,0.00000140703874567877 - j0.00103379933613327851 
28.7780099999999983140 GHz,0.00000140694096230969 - j0.00103375838655757552 
28.7790099999999995362 GHz,0.00000140684318824095 - j0.00103371743965299237 
28.7800100000000007583 GHz,0.00000140674542501848 - j0.00103367649541925366 
28.7810099999999984277 GHz,0.00000140664767189669 - j0.00103363555385607795 
28.7820099999999996498 GHz,0.00000140654992823067 - j0.00103359461496318984 
28.7830100000000008720 GHz,0.00000140645219576175 - j0.00103355367874030917 
28.7840099999999985414 GHz,0.00000140635447267852 - j0.00103351274518715774 
28.7850099999999997635 GHz,0.00000140625676042626 - j0.00103347181430345865 
28.7860100000000009857 GHz,0.00000140615905853177 - j0.00103343088608893151 
28.7870099999999986551 GHz,0.00000140606136615474 - j0.00103338996054330094 
28.7880099999999998772 GHz,0.00000140596368414831 - j0.00103334903766628592 
28.7890100000000010994 GHz,0.00000140586601185574 - j0.00103330811745761019 
28.7900099999999987688 GHz,0.00000140576835107164 - j0.00103326719991699532 
28.7910099999999999909 GHz,0.00000140567069922672 - j0.00103322628504416421 
28.7920100000000012130 GHz,0.00000140557305789060 - j0.00103318537283883624 
28.7930099999999988825 GHz,0.00000140547542692167 - j0.00103314446330073648 
28.7940100000000001046 GHz,0.00000140537780595925 - j0.00103310355642958454 
28.7950100000000013267 GHz,0.00000140528019498014 - j0.00103306265222510266 
28.7960099999999989961 GHz,0.00000140518259489081 - j0.00103302175068701739 
28.7970100000000002183 GHz,0.00000140508500443053 - j0.00103298085181504577 
28.7980100000000014404 GHz,0.00000140498742383668 - j0.00103293995560891131 
28.7990099999999991098 GHz,0.00000140488985400386 - j0.00103289906206833820 
28.8000100000000003320 GHz,0.00000140479229421610 - j0.00103285817119304715 
28.8010100000000015541 GHz,0.00000140469474430222 - j0.00103281728298275995 
28.8020099999999992235 GHz,0.00000140459720512721 - j0.00103277639743720143 
28.8030100000000004457 GHz,0.00000140449967543629 - j0.00103273551455609252 
28.8040100000000016678 GHz,0.00000140440215602934 - j0.00103269463433915457 
28.8050099999999993372 GHz,0.00000140430464701346 - j0.00103265375678611134 
28.8060100000000005593 GHz,0.00000140420714812862 - j0.00103261288189668721 
28.8070099999999982288 GHz,0.00000140410965930429 - j0.00103257200967060074 
28.8080099999999994509 GHz,0.00000140401218028046 - j0.00103253114010757826 
28.8090100000000006730 GHz,0.00000140391471172672 - j0.00103249027320734049 
28.8100099999999983424 GHz,0.00000140381725341861 - j0.00103244940896961160 
28.8110099999999995646 GHz,0.00000140371980521453 - j0.00103240854739411209 
28.8120100000000007867 GHz,0.00000140362236760646 - j0.00103236768848056701 
28.8130099999999984561 GHz,0.00000140352493902580 - j0.00103232683222869836 
28.8140099999999996783 GHz,0.00000140342752194222 - j0.00103228597863822837 
28.8150100000000009004 GHz,0.00000140333011430159 - j0.00103224512770888144 
28.8160099999999985698 GHz,0.00000140323271645377 - j0.00103220427944037871 
28.8170099999999997920 GHz,0.00000140313532912169 - j0.00103216343383244306 
28.8180100000000010141 GHz,0.00000140303795232363 - j0.00103212259088480019 
